IP:PORT, LOSS, DELAY
188.114.97.43:3138,0.00%,175 ms
188.114.97.255:1180,0.00%,175 ms
188.114.96.252:1701,0.00%,175 ms
162.159.192.91:939,0.00%,175 ms
188.114.98.194:880,0.00%,175 ms
188.114.97.36:955,0.00%,175 ms
188.114.99.86:1180,0.00%,175 ms
188.114.99.224:2371,0.00%,175 ms
162.159.192.20:955,0.00%,175 ms
188.114.98.120:1180,0.00%,176 ms
188.114.96.27:8319,0.00%,176 ms
188.114.99.43:894,0.00%,176 ms
162.159.195.111:2506,0.00%,176 ms
188.114.96.199:928,0.00%,176 ms
162.159.195.150:988,0.00%,176 ms
162.159.195.227:946,0.00%,176 ms
162.159.192.224:942,0.00%,176 ms
188.114.96.247:1014,0.00%,176 ms
188.114.96.184:5279,0.00%,176 ms
188.114.96.239:1014,0.00%,176 ms
188.114.97.240:891,0.00%,176 ms
188.114.99.38:1843,0.00%,176 ms
188.114.97.68:987,0.00%,176 ms
188.114.98.255:945,0.00%,176 ms
188.114.98.167:946,0.00%,176 ms
188.114.96.212:1180,0.00%,176 ms
188.114.99.145:1002,0.00%,176 ms
188.114.96.76:864,0.00%,176 ms
188.114.96.46:7103,0.00%,176 ms
188.114.96.61:864,0.00%,176 ms
188.114.99.178:500,0.00%,176 ms
188.114.98.243:859,0.00%,176 ms
188.114.96.70:3854,0.00%,176 ms
188.114.96.255:1701,0.00%,176 ms
188.114.96.120:1074,0.00%,176 ms
188.114.99.205:864,0.00%,176 ms
188.114.99.11:3476,0.00%,176 ms
188.114.98.240:859,0.00%,176 ms
162.159.192.125:2506,0.00%,176 ms
188.114.97.17:942,0.00%,176 ms
188.114.97.238:891,0.00%,176 ms
188.114.96.222:1180,0.00%,176 ms
188.114.99.188:7103,0.00%,177 ms
188.114.98.253:890,0.00%,177 ms
188.114.98.232:988,0.00%,177 ms
162.159.192.201:946,0.00%,177 ms
188.114.96.243:1701,0.00%,177 ms
188.114.97.239:4233,0.00%,177 ms
188.114.96.217:1180,0.00%,177 ms
188.114.98.7:1074,0.00%,177 ms
188.114.99.181:4233,0.00%,177 ms
188.114.96.201:928,0.00%,177 ms
162.159.195.58:908,0.00%,177 ms
188.114.97.16:942,0.00%,177 ms
162.159.192.14:955,0.00%,177 ms
188.114.99.155:7281,0.00%,177 ms
162.159.195.80:968,0.00%,177 ms
188.114.99.250:1070,0.00%,177 ms
188.114.99.60:894,0.00%,177 ms
188.114.96.38:8319,0.00%,177 ms
188.114.96.39:864,0.00%,177 ms
188.114.96.190:3476,0.00%,177 ms
188.114.97.218:854,0.00%,177 ms
188.114.97.108:946,0.00%,177 ms
188.114.98.97:7103,0.00%,177 ms
188.114.97.74:987,0.00%,177 ms
188.114.99.235:928,0.00%,177 ms
188.114.99.22:3476,0.00%,177 ms
188.114.97.254:3581,0.00%,177 ms
188.114.97.128:3581,0.00%,177 ms
188.114.96.206:1010,0.00%,177 ms
162.159.195.168:988,0.00%,177 ms
188.114.97.112:946,0.00%,177 ms
162.159.195.101:7156,0.00%,177 ms
162.159.195.108:946,0.00%,177 ms
162.159.192.61:1843,0.00%,177 ms
188.114.98.9:1074,0.00%,177 ms
188.114.99.247:1070,0.00%,177 ms
188.114.98.69:903,0.00%,177 ms
188.114.96.81:3854,0.00%,177 ms
188.114.98.92:8854,0.00%,177 ms
188.114.97.220:854,0.00%,178 ms
188.114.98.227:988,0.00%,178 ms
188.114.99.4:890,0.00%,178 ms
188.114.97.88:942,0.00%,178 ms
188.114.99.211:2506,0.00%,178 ms
188.114.99.242:1070,0.00%,178 ms
162.159.192.172:1010,0.00%,178 ms
162.159.195.77:4500,0.00%,178 ms
188.114.96.83:3854,0.00%,178 ms
188.114.97.61:945,0.00%,178 ms
188.114.99.42:894,0.00%,178 ms
162.159.192.152:3138,0.00%,178 ms
188.114.98.192:8742,0.00%,178 ms
188.114.99.213:864,0.00%,178 ms
188.114.98.100:7103,0.00%,178 ms
188.114.96.90:7152,0.00%,178 ms
188.114.98.79:859,0.00%,178 ms
188.114.99.155:4177,0.00%,178 ms
188.114.98.207:934,0.00%,178 ms
188.114.99.80:1180,0.00%,178 ms
188.114.99.119:891,0.00%,178 ms
188.114.99.235:1070,0.00%,178 ms
188.114.97.221:854,0.00%,178 ms
188.114.99.179:500,0.00%,178 ms
162.159.192.117:2506,0.00%,178 ms
188.114.96.84:8319,0.00%,178 ms
188.114.98.27:1074,0.00%,178 ms
188.114.96.184:3476,0.00%,178 ms
188.114.99.190:7103,0.00%,178 ms
188.114.97.10:928,0.00%,178 ms
188.114.96.22:864,0.00%,178 ms
162.159.192.101:1018,0.00%,178 ms
162.159.195.254:1074,0.00%,178 ms
188.114.99.115:891,0.00%,178 ms
162.159.192.232:1014,0.00%,178 ms
188.114.97.21:942,0.00%,178 ms
188.114.98.251:945,0.00%,178 ms
188.114.98.134:880,0.00%,178 ms
188.114.98.247:859,0.00%,178 ms
162.159.195.55:908,0.00%,178 ms
188.114.99.190:939,0.00%,179 ms
188.114.96.199:1010,0.00%,179 ms
188.114.98.255:890,0.00%,179 ms
188.114.98.92:7103,0.00%,179 ms
188.114.99.165:500,0.00%,179 ms
188.114.99.121:1070,0.00%,179 ms
188.114.96.68:3854,0.00%,179 ms
162.159.192.107:1074,0.00%,179 ms
188.114.98.119:945,0.00%,179 ms
188.114.96.10:908,0.00%,179 ms
188.114.98.16:1002,0.00%,179 ms
188.114.97.227:891,0.00%,179 ms
188.114.99.85:8854,0.00%,179 ms
188.114.97.62:945,0.00%,179 ms
188.114.98.243:987,0.00%,179 ms
188.114.97.91:942,0.00%,179 ms
188.114.96.19:908,0.00%,179 ms
188.114.97.16:894,0.00%,179 ms
188.114.98.24:854,0.00%,179 ms
188.114.97.117:3581,0.00%,179 ms
188.114.98.231:988,0.00%,179 ms
188.114.97.139:3581,0.00%,179 ms
188.114.96.239:1701,0.00%,179 ms
162.159.192.14:8319,0.00%,179 ms
188.114.97.111:7156,0.00%,179 ms
188.114.99.238:1070,0.00%,179 ms
188.114.97.236:891,0.00%,179 ms
188.114.98.254:945,0.00%,179 ms
188.114.99.77:8319,0.00%,179 ms
188.114.99.102:1002,0.00%,179 ms
188.114.98.147:1010,0.00%,179 ms
188.114.99.70:880,0.00%,179 ms
188.114.98.165:946,0.00%,179 ms
188.114.97.29:3138,0.00%,179 ms
188.114.99.116:1070,0.00%,179 ms
188.114.99.4:945,0.00%,179 ms
188.114.98.240:987,0.00%,179 ms
188.114.98.199:880,0.00%,179 ms
188.114.96.250:1701,0.00%,180 ms
188.114.99.77:880,0.00%,180 ms
188.114.98.77:859,0.00%,180 ms
188.114.97.81:942,0.00%,180 ms
188.114.99.80:8854,0.00%,180 ms
188.114.96.56:7103,0.00%,180 ms
188.114.98.71:903,0.00%,180 ms
188.114.96.22:8319,0.00%,180 ms
188.114.97.141:7156,0.00%,180 ms
188.114.99.177:500,0.00%,180 ms
188.114.98.194:8742,0.00%,180 ms
188.114.99.43:1843,0.00%,180 ms
188.114.97.62:1074,0.00%,180 ms
188.114.98.244:859,0.00%,180 ms
188.114.96.7:1074,0.00%,180 ms
188.114.99.138:500,0.00%,180 ms
162.159.195.81:4500,0.00%,180 ms
188.114.96.76:3854,0.00%,180 ms
188.114.98.182:1387,0.00%,180 ms
188.114.96.42:8319,0.00%,180 ms
188.114.98.141:943,0.00%,180 ms
188.114.97.36:3138,0.00%,180 ms
162.159.195.59:3138,0.00%,180 ms
188.114.98.146:880,0.00%,180 ms
188.114.98.231:955,0.00%,180 ms
188.114.97.115:3581,0.00%,180 ms
188.114.99.107:1002,0.00%,180 ms
188.114.98.27:854,0.00%,180 ms
188.114.99.144:1002,0.00%,180 ms
188.114.98.103:1014,0.00%,180 ms
188.114.96.190:5279,0.00%,180 ms
162.159.195.136:1010,0.00%,180 ms
188.114.99.108:1002,0.00%,180 ms
188.114.99.182:4233,0.00%,180 ms
188.114.99.140:1002,0.00%,180 ms
188.114.97.130:7156,0.00%,180 ms
188.114.97.10:7559,0.00%,180 ms
188.114.98.189:1387,0.00%,180 ms
188.114.98.165:894,0.00%,180 ms
188.114.99.29:968,0.00%,180 ms
188.114.96.81:864,0.00%,180 ms
188.114.99.87:1180,0.00%,180 ms
188.114.98.9:1002,0.00%,180 ms
188.114.96.64:3854,0.00%,180 ms
188.114.99.253:928,0.00%,180 ms
188.114.98.79:946,0.00%,180 ms
188.114.96.10:1074,0.00%,180 ms
188.114.98.35:955,0.00%,180 ms
188.114.96.219:1180,0.00%,180 ms
162.159.192.243:5279,0.00%,180 ms
188.114.98.111:945,0.00%,180 ms
188.114.97.51:945,0.00%,180 ms
188.114.98.139:880,0.00%,181 ms
188.114.97.126:3581,0.00%,181 ms
188.114.98.117:1014,0.00%,181 ms
188.114.99.131:1002,0.00%,181 ms
188.114.99.237:1070,0.00%,181 ms
162.159.192.247:5279,0.00%,181 ms
188.114.98.48:955,0.00%,181 ms
188.114.97.114:7156,0.00%,181 ms
188.114.98.198:880,0.00%,181 ms
188.114.97.109:946,0.00%,181 ms
188.114.97.72:1014,0.00%,181 ms
188.114.99.237:928,0.00%,181 ms
188.114.96.185:5279,0.00%,181 ms
188.114.98.171:946,0.00%,181 ms
188.114.97.228:4233,0.00%,181 ms
188.114.97.252:1180,0.00%,181 ms
188.114.98.249:987,0.00%,181 ms
188.114.99.241:1070,0.00%,181 ms
188.114.96.137:890,0.00%,181 ms
162.159.192.47:955,0.00%,181 ms
188.114.99.154:4177,0.00%,181 ms
188.114.99.181:500,0.00%,181 ms
188.114.99.147:4177,0.00%,181 ms
162.159.192.125:1074,0.00%,181 ms
188.114.98.138:880,0.00%,181 ms
188.114.98.167:894,0.00%,181 ms
162.159.195.165:928,0.00%,181 ms
188.114.98.118:945,0.00%,181 ms
188.114.97.38:3138,0.00%,181 ms
162.159.192.188:7156,0.00%,181 ms
188.114.98.195:8742,0.00%,181 ms
188.114.97.231:891,0.00%,181 ms
188.114.98.141:880,0.00%,181 ms
162.159.195.196:2506,0.00%,181 ms
162.159.192.228:1014,0.00%,181 ms
162.159.195.35:4233,0.00%,181 ms
188.114.99.147:7281,0.00%,182 ms
188.114.99.42:1843,0.00%,182 ms
188.114.99.198:864,0.00%,182 ms
188.114.96.51:939,0.00%,182 ms
162.159.195.122:946,0.00%,182 ms
188.114.99.171:4233,0.00%,182 ms
188.114.96.221:1180,0.00%,182 ms
188.114.98.115:1014,0.00%,182 ms
188.114.96.95:7152,0.00%,182 ms
188.114.98.214:1180,0.00%,182 ms
188.114.97.108:7156,0.00%,182 ms
188.114.99.232:2371,0.00%,182 ms
188.114.96.54:7103,0.00%,182 ms
188.114.97.42:955,0.00%,182 ms
188.114.98.190:7152,0.00%,182 ms
188.114.97.221:946,0.00%,182 ms
188.114.96.169:1018,0.00%,182 ms
188.114.98.99:7103,0.00%,182 ms
188.114.98.98:7103,0.00%,182 ms
188.114.97.61:1074,0.00%,182 ms
188.114.99.252:928,0.00%,182 ms
188.114.98.222:988,0.00%,182 ms
188.114.97.44:3138,0.00%,182 ms
188.114.97.22:942,0.00%,182 ms
162.159.192.220:1014,0.00%,182 ms
162.159.192.93:1018,0.00%,182 ms
188.114.99.102:8319,0.00%,182 ms
162.159.195.192:928,0.00%,182 ms
188.114.98.29:1074,0.00%,182 ms
188.114.96.129:1074,0.00%,182 ms
188.114.97.109:7156,0.00%,182 ms
188.114.99.12:968,0.00%,183 ms
188.114.99.173:4233,0.00%,183 ms
188.114.97.107:7156,0.00%,183 ms
162.159.195.153:988,0.00%,183 ms
188.114.97.211:946,0.00%,183 ms
188.114.97.128:7156,0.00%,183 ms
188.114.96.208:928,0.00%,183 ms
188.114.99.47:1387,0.00%,183 ms
188.114.99.28:968,0.00%,183 ms
188.114.96.17:908,0.00%,183 ms
188.114.97.123:894,0.00%,183 ms
188.114.99.71:8319,0.00%,183 ms
188.114.96.146:890,0.00%,183 ms
188.114.98.16:1074,0.00%,183 ms
188.114.98.127:1180,0.00%,183 ms
188.114.98.55:955,0.00%,183 ms
188.114.99.84:1180,0.00%,184 ms
188.114.98.28:1074,0.00%,184 ms
188.114.96.34:8319,0.00%,184 ms
162.159.195.176:8854,0.00%,184 ms
188.114.97.44:955,0.00%,184 ms
188.114.97.20:942,0.00%,184 ms
188.114.99.205:2506,0.00%,184 ms
188.114.98.10:1074,0.00%,184 ms
188.114.98.50:7156,0.00%,184 ms
188.114.99.203:2506,0.00%,184 ms
162.159.192.133:8742,0.00%,184 ms
188.114.98.198:8742,0.00%,184 ms
188.114.97.22:894,0.00%,184 ms
188.114.99.213:2506,0.00%,184 ms
188.114.97.245:1180,0.00%,184 ms
162.159.195.65:4500,0.00%,185 ms
188.114.98.86:946,0.00%,185 ms
162.159.195.45:3138,0.00%,185 ms
188.114.98.169:894,0.00%,185 ms
188.114.97.57:945,0.00%,185 ms
188.114.98.60:928,0.00%,185 ms
188.114.96.169:8854,0.00%,185 ms
162.159.195.149:928,0.00%,185 ms
188.114.96.222:946,0.00%,185 ms
188.114.96.210:946,0.00%,185 ms
188.114.96.107:968,0.00%,185 ms
188.114.97.119:894,0.00%,185 ms
188.114.98.123:878,0.00%,185 ms
188.114.97.143:7156,0.00%,185 ms
188.114.97.38:955,0.00%,186 ms
188.114.97.142:3581,0.00%,186 ms
188.114.98.34:8742,0.00%,186 ms
162.159.192.196:5279,0.00%,186 ms
188.114.98.144:943,0.00%,186 ms
188.114.98.214:934,0.00%,186 ms
188.114.96.214:946,0.00%,186 ms
188.114.99.20:968,0.00%,186 ms
188.114.96.215:1180,0.00%,186 ms
162.159.192.24:8319,0.00%,186 ms
188.114.97.143:3581,0.00%,186 ms
162.159.192.93:939,0.00%,186 ms
188.114.96.187:5279,0.00%,186 ms
188.114.97.139:7156,0.00%,186 ms
162.159.195.222:946,0.00%,186 ms
188.114.97.219:854,0.00%,187 ms
162.159.195.210:2506,0.00%,187 ms
188.114.97.81:5956,0.00%,187 ms
162.159.195.140:8854,0.00%,187 ms
188.114.99.248:928,0.00%,187 ms
162.159.192.86:939,0.00%,187 ms
188.114.98.81:946,0.00%,187 ms
162.159.195.162:928,0.00%,187 ms
162.159.192.164:3138,0.00%,188 ms
188.114.97.205:4177,0.00%,188 ms
188.114.97.228:891,0.00%,188 ms
162.159.192.208:5279,0.00%,188 ms
162.159.192.5:8319,0.00%,189 ms
162.159.195.6:8886,0.00%,189 ms
162.159.192.30:8319,0.00%,189 ms
162.159.192.114:1074,0.00%,190 ms
188.114.97.202:4177,0.00%,190 ms
162.159.192.49:955,0.00%,190 ms
162.159.192.70:1843,0.00%,191 ms
162.159.192.123:2506,0.00%,191 ms
162.159.195.74:968,0.00%,191 ms
162.159.192.109:2506,0.00%,191 ms
162.159.195.167:928,0.00%,191 ms
162.159.195.114:2506,0.00%,192 ms
162.159.192.156:3138,0.00%,192 ms
162.159.195.56:908,0.00%,192 ms
162.159.192.121:2506,0.00%,192 ms
162.159.192.66:1843,0.00%,192 ms
188.114.97.150:945,0.00%,193 ms
162.159.195.248:1074,0.00%,193 ms
188.114.97.192:903,0.00%,193 ms
188.114.97.192:7152,0.00%,194 ms
162.159.195.214:2506,0.00%,194 ms
162.159.192.42:955,0.00%,194 ms
162.159.192.57:2506,0.00%,194 ms
162.159.192.224:1014,0.00%,194 ms
162.159.195.146:988,0.00%,194 ms
162.159.195.76:968,0.00%,194 ms
162.159.192.16:8319,0.00%,195 ms
188.114.97.155:1010,0.00%,195 ms
162.159.195.140:1010,0.00%,195 ms
188.114.99.78:880,0.00%,195 ms
188.114.96.163:4233,0.00%,195 ms
162.159.195.130:8854,0.00%,195 ms
162.159.192.200:5279,0.00%,195 ms
188.114.99.229:2371,0.00%,195 ms
188.114.98.49:955,0.00%,196 ms
188.114.98.152:1387,0.00%,196 ms
188.114.96.37:864,0.00%,196 ms
188.114.97.25:942,0.00%,196 ms
188.114.99.113:1070,0.00%,196 ms
162.159.195.127:946,0.00%,196 ms
188.114.99.168:4233,0.00%,196 ms
188.114.99.187:939,0.00%,196 ms
162.159.192.39:955,0.00%,196 ms
188.114.99.144:500,0.00%,196 ms
188.114.97.255:3581,0.00%,196 ms
188.114.97.18:942,0.00%,197 ms
188.114.99.136:500,0.00%,197 ms
188.114.97.17:894,0.00%,197 ms
162.159.195.94:968,0.00%,197 ms
188.114.98.107:945,0.00%,197 ms
188.114.97.67:1014,0.00%,197 ms
188.114.97.23:942,0.00%,197 ms
188.114.96.221:946,0.00%,197 ms
188.114.99.153:4177,0.00%,197 ms
188.114.96.149:7281,0.00%,197 ms
188.114.99.249:1070,0.00%,197 ms
188.114.98.196:8742,0.00%,197 ms
188.114.99.104:1002,0.00%,197 ms
188.114.97.247:3581,0.00%,197 ms
188.114.98.237:987,0.00%,197 ms
188.114.96.213:946,0.00%,197 ms
188.114.99.33:894,0.00%,197 ms
188.114.98.192:880,0.00%,197 ms
188.114.96.129:3138,0.00%,197 ms
188.114.99.200:2506,0.00%,197 ms
188.114.98.118:1014,0.00%,197 ms
188.114.97.225:4233,0.00%,198 ms
188.114.96.20:8319,0.00%,198 ms
188.114.99.35:894,0.00%,198 ms
188.114.99.208:864,0.00%,198 ms
188.114.96.214:1180,0.00%,198 ms
188.114.99.192:7103,0.00%,198 ms
188.114.97.211:854,0.00%,198 ms
188.114.96.98:7152,0.00%,198 ms
188.114.96.186:3476,0.00%,198 ms
188.114.97.114:946,0.00%,198 ms
188.114.97.161:1010,0.00%,198 ms
188.114.98.185:1387,0.00%,198 ms
188.114.97.73:1014,0.00%,198 ms
188.114.96.134:1074,0.00%,198 ms
188.114.99.184:939,0.00%,198 ms
188.114.96.98:8319,0.00%,198 ms
188.114.96.228:942,0.00%,198 ms
188.114.96.21:864,0.00%,198 ms
188.114.96.246:1014,0.00%,198 ms
188.114.96.47:7103,0.00%,198 ms
188.114.99.72:8319,0.00%,198 ms
188.114.99.60:1387,0.00%,198 ms
188.114.97.52:945,0.00%,199 ms
188.114.98.36:955,0.00%,199 ms
188.114.97.151:942,0.00%,199 ms
188.114.96.61:3854,0.00%,199 ms
188.114.99.61:894,0.00%,199 ms
188.114.97.160:1010,0.00%,199 ms
188.114.98.85:859,0.00%,199 ms
188.114.99.54:1387,0.00%,199 ms
188.114.98.50:955,0.00%,199 ms
188.114.97.13:928,0.00%,199 ms
188.114.99.207:2506,0.00%,199 ms
188.114.99.161:4177,0.00%,199 ms
188.114.98.62:928,0.00%,199 ms
188.114.98.156:1010,0.00%,199 ms
188.114.97.72:987,0.00%,199 ms
188.114.96.252:1014,0.00%,199 ms
188.114.96.155:4233,0.00%,199 ms
188.114.96.55:7103,0.00%,199 ms
188.114.99.137:500,0.00%,199 ms
188.114.97.74:1014,0.00%,199 ms
188.114.97.187:903,0.00%,199 ms
188.114.99.240:1070,0.00%,199 ms
188.114.99.110:8319,0.00%,199 ms
188.114.99.126:1002,0.00%,199 ms
188.114.99.47:894,0.00%,199 ms
188.114.96.25:8319,0.00%,199 ms
188.114.99.231:8854,0.00%,199 ms
188.114.96.127:1074,0.00%,199 ms
188.114.99.143:1002,0.00%,199 ms
188.114.99.55:1387,0.00%,199 ms
188.114.96.0:1074,0.00%,199 ms
188.114.96.124:1074,0.00%,199 ms
188.114.96.57:939,0.00%,199 ms
188.114.99.210:864,0.00%,199 ms
188.114.98.22:854,0.00%,199 ms
188.114.99.152:4177,0.00%,199 ms
188.114.99.166:4233,0.00%,199 ms
188.114.97.214:946,0.00%,199 ms
188.114.99.121:891,0.00%,199 ms
188.114.99.59:894,0.00%,199 ms
188.114.98.66:928,0.00%,199 ms
188.114.99.199:2506,0.00%,199 ms
188.114.96.178:8854,0.00%,199 ms
188.114.98.201:880,0.00%,199 ms
188.114.97.126:894,0.00%,199 ms
188.114.99.0:945,0.00%,199 ms
188.114.96.150:890,0.00%,199 ms
188.114.96.241:1701,0.00%,199 ms
188.114.99.210:2506,0.00%,199 ms
188.114.96.29:8319,0.00%,199 ms
188.114.96.73:864,0.00%,199 ms
188.114.97.19:942,0.00%,199 ms
188.114.98.239:987,0.00%,199 ms
188.114.96.173:1018,0.00%,199 ms
162.159.192.214:1014,0.00%,199 ms
188.114.99.87:8854,0.00%,199 ms
188.114.99.172:500,0.00%,199 ms
188.114.99.151:4177,0.00%,200 ms
188.114.96.156:2371,0.00%,200 ms
188.114.96.15:908,0.00%,200 ms
188.114.96.95:8319,0.00%,200 ms
188.114.98.142:943,0.00%,200 ms
188.114.99.31:894,0.00%,200 ms
188.114.99.90:8854,0.00%,200 ms
188.114.98.197:880,0.00%,200 ms
188.114.98.125:1180,0.00%,200 ms
188.114.97.45:955,0.00%,200 ms
188.114.98.143:880,0.00%,200 ms
188.114.98.62:903,0.00%,200 ms
188.114.99.98:1002,0.00%,200 ms
188.114.96.8:908,0.00%,200 ms
188.114.98.56:955,0.00%,200 ms
188.114.98.72:903,0.00%,200 ms
188.114.99.133:500,0.00%,200 ms
188.114.96.15:1074,0.00%,200 ms
188.114.99.246:1070,0.00%,200 ms
188.114.98.117:945,0.00%,200 ms
188.114.96.155:2371,0.00%,200 ms
188.114.98.161:1010,0.00%,200 ms
188.114.97.132:3581,0.00%,200 ms
188.114.99.209:2506,0.00%,200 ms
188.114.96.54:939,0.00%,200 ms
188.114.99.84:8854,0.00%,200 ms
188.114.96.138:7281,0.00%,200 ms
188.114.96.100:8886,0.00%,200 ms
188.114.96.49:7103,0.00%,200 ms
188.114.96.3:908,0.00%,200 ms
188.114.98.249:859,0.00%,200 ms
188.114.96.37:8319,0.00%,200 ms
188.114.99.101:1002,0.00%,200 ms
188.114.96.254:1014,0.00%,200 ms
188.114.98.161:1387,0.00%,200 ms
188.114.96.47:939,0.00%,200 ms
188.114.98.73:946,0.00%,200 ms
188.114.96.204:1010,0.00%,200 ms
188.114.97.40:3138,0.00%,200 ms
188.114.98.239:859,0.00%,200 ms
188.114.98.162:1010,0.00%,200 ms
188.114.96.154:2371,0.00%,200 ms
188.114.96.23:864,0.00%,200 ms
188.114.99.203:864,0.00%,200 ms
188.114.98.61:903,0.00%,200 ms
188.114.98.196:880,0.00%,200 ms
188.114.99.180:500,0.00%,200 ms
188.114.98.238:987,0.00%,200 ms
188.114.98.73:859,0.00%,200 ms
188.114.96.160:2371,0.00%,200 ms
188.114.98.51:955,0.00%,200 ms
188.114.98.108:945,0.00%,200 ms
188.114.99.13:3476,0.00%,200 ms
188.114.96.46:939,0.00%,200 ms
188.114.99.68:8319,0.00%,200 ms
188.114.96.198:928,0.00%,200 ms
188.114.97.246:3581,0.00%,200 ms
188.114.99.122:1070,0.00%,200 ms
188.114.99.21:968,0.00%,200 ms
188.114.99.136:1002,0.00%,200 ms
188.114.99.93:1180,0.00%,200 ms
188.114.99.67:880,0.00%,201 ms
188.114.96.79:3854,0.00%,201 ms
188.114.96.35:864,0.00%,201 ms
188.114.98.40:8742,0.00%,201 ms
188.114.99.117:1070,0.00%,201 ms
188.114.99.19:3476,0.00%,201 ms
188.114.98.236:859,0.00%,201 ms
188.114.98.112:1014,0.00%,201 ms
188.114.99.119:1070,0.00%,201 ms
188.114.99.143:500,0.00%,201 ms
188.114.99.64:894,0.00%,201 ms
188.114.99.90:1180,0.00%,201 ms
188.114.96.219:946,0.00%,201 ms
188.114.96.205:928,0.00%,201 ms
188.114.97.116:3581,0.00%,201 ms
188.114.97.233:4233,0.00%,201 ms
188.114.98.111:1014,0.00%,201 ms
188.114.97.110:946,0.00%,201 ms
188.114.97.107:946,0.00%,201 ms
188.114.98.212:1180,0.00%,201 ms
188.114.96.50:939,0.00%,201 ms
188.114.96.21:8319,0.00%,201 ms
188.114.99.116:891,0.00%,201 ms
188.114.97.1:7559,0.00%,201 ms
188.114.98.185:7152,0.00%,201 ms
188.114.97.26:894,0.00%,201 ms
188.114.99.111:1070,0.00%,201 ms
188.114.99.125:500,0.00%,201 ms
188.114.98.41:8742,0.00%,201 ms
188.114.98.170:894,0.00%,201 ms
188.114.96.104:8886,0.00%,201 ms
188.114.97.183:903,0.00%,201 ms
188.114.99.106:1002,0.00%,201 ms
188.114.98.122:878,0.00%,201 ms
188.114.96.203:1010,0.00%,201 ms
188.114.97.77:1014,0.00%,201 ms
188.114.98.216:934,0.00%,201 ms
188.114.96.172:8854,0.00%,201 ms
188.114.98.38:8742,0.00%,201 ms
188.114.99.8:945,0.00%,201 ms
188.114.99.239:1070,0.00%,201 ms
188.114.96.215:946,0.00%,201 ms
188.114.98.21:1074,0.00%,201 ms
188.114.99.226:2371,0.00%,201 ms
188.114.97.244:3581,0.00%,201 ms
188.114.96.196:3476,0.00%,201 ms
188.114.98.88:7103,0.00%,201 ms
188.114.97.224:4233,0.00%,201 ms
188.114.97.183:7152,0.00%,201 ms
188.114.99.38:894,0.00%,201 ms
188.114.96.223:1180,0.00%,201 ms
188.114.96.128:1074,0.00%,201 ms
188.114.98.90:7103,0.00%,201 ms
188.114.99.137:1002,0.00%,201 ms
188.114.99.28:3476,0.00%,201 ms
188.114.96.91:7152,0.00%,201 ms
188.114.98.121:878,0.00%,201 ms
188.114.99.223:2371,0.00%,201 ms
188.114.97.1:928,0.00%,201 ms
188.114.99.2:945,0.00%,201 ms
162.159.192.148:968,0.00%,201 ms
188.114.97.230:891,0.00%,201 ms
188.114.98.241:987,0.00%,201 ms
188.114.96.117:8886,0.00%,201 ms
188.114.98.99:8854,0.00%,201 ms
188.114.98.22:1074,0.00%,201 ms
188.114.98.216:1180,0.00%,201 ms
188.114.97.32:955,0.00%,201 ms
188.114.99.61:1387,0.00%,201 ms
188.114.96.34:864,0.00%,201 ms
188.114.97.59:945,0.00%,201 ms
188.114.96.209:1180,0.00%,202 ms
188.114.99.173:500,0.00%,202 ms
188.114.96.115:968,0.00%,202 ms
188.114.96.92:8319,0.00%,202 ms
188.114.99.19:968,0.00%,202 ms
188.114.97.96:5956,0.00%,202 ms
188.114.96.71:3854,0.00%,202 ms
188.114.96.174:1018,0.00%,202 ms
188.114.98.229:955,0.00%,202 ms
188.114.99.11:968,0.00%,202 ms
188.114.97.230:4233,0.00%,202 ms
188.114.98.0:3581,0.00%,202 ms
188.114.98.0:1180,0.00%,202 ms
188.114.97.99:7156,0.00%,202 ms
188.114.99.24:968,0.00%,202 ms
188.114.99.219:2371,0.00%,202 ms
188.114.96.134:3138,0.00%,202 ms
188.114.96.31:864,0.00%,202 ms
188.114.97.251:3581,0.00%,202 ms
188.114.97.97:946,0.00%,202 ms
188.114.96.75:3854,0.00%,202 ms
188.114.98.56:7156,0.00%,202 ms
188.114.98.40:955,0.00%,202 ms
188.114.98.19:1074,0.00%,202 ms
188.114.98.64:903,0.00%,202 ms
188.114.96.2:908,0.00%,202 ms
188.114.98.219:955,0.00%,202 ms
188.114.96.234:942,0.00%,202 ms
188.114.97.120:3581,0.00%,202 ms
188.114.98.7:1002,0.00%,202 ms
188.114.97.52:1074,0.00%,202 ms
188.114.96.205:1010,0.00%,202 ms
188.114.98.39:955,0.00%,202 ms
188.114.99.95:8319,0.00%,202 ms
188.114.96.117:968,0.00%,202 ms
188.114.98.250:890,0.00%,202 ms
188.114.98.60:903,0.00%,202 ms
188.114.96.26:8319,0.00%,202 ms
188.114.99.36:1843,0.00%,202 ms
188.114.98.247:987,0.00%,202 ms
188.114.97.34:3138,0.00%,202 ms
188.114.98.171:894,0.00%,202 ms
188.114.96.153:2371,0.00%,202 ms
188.114.96.141:7281,0.00%,202 ms
188.114.96.38:864,0.00%,202 ms
188.114.99.72:880,0.00%,202 ms
188.114.96.103:968,0.00%,202 ms
188.114.98.211:934,0.00%,202 ms
188.114.97.125:894,0.00%,202 ms
188.114.98.164:894,0.00%,202 ms
188.114.99.193:939,0.00%,202 ms
188.114.99.39:1843,0.00%,202 ms
188.114.98.124:1180,0.00%,202 ms
